tag,pattern,response
recommendation_result,Bisakah dua orang dengan tipe diabetes sama dapat hasil berbeda,"Ya, karena hasil juga dipengaruhi perbedaan BMR/TDEE, berat badan, usia, dan jumlah konsumsi yang berbeda antar individu."
recommendation_result,Kenapa produk susu Not Recommended untuk saya,Beberapa produk susu mengandung gula tambahan tinggi. Cek kandungan gula per sajiannya dan bandingkan dengan batas aman profil Anda.
recommendation_result,Kenapa snack yang sepertinya sehat bisa Caution,Banyak snack 'sehat' tetap mengandung sodium atau gula tersembunyi yang cukup tinggi. DiaBites membantu mengungkap ini dari label gizi.
recommendation_result,Apakah DiaBites punya database produk sendiri,"DiaBites menganalisis produk secara real-time dari foto label yang di-scan, bukan dari database produk yang tersimpan."
recommendation_result,Bagaimana jika semua produk yang saya scan Not Recommended,"Coba cari alternatif produk dengan gula dan sodium lebih rendah, atau konsultasikan dengan ahli gizi untuk panduan memilih produk yang sesuai."
sugar_limit_tipe1,Berapa batas gula untuk diabetes tipe 1,"Untuk tipe 1, manajemen gula dilakukan melalui penghitungan karbohidrat dan penyesuaian insulin. WHO menyarankan gula tambahan di bawah 25g per hari sebagai panduan umum."
sugar_limit_tipe1,Saya tipe 1 boleh makan gula berapa,Tidak ada batas gula tetap untuk tipe 1 karena disesuaikan dengan dosis insulin. Konsultasikan rasio insulin-karbohidrat dengan dokter Anda.
sugar_limit_tipe1,Gula maksimal tipe 1 sehari,"Untuk tipe 1, total karbohidrat umumnya dibatasi 45–60g per makan. Gula tambahan sebaiknya diminimalkan sesuai panduan dokter."
sugar_limit_tipe1,Tipe 1 harus batasi gula berapa gram,Diabetes tipe 1 membutuhkan manajemen insulin yang ketat. Batas gula idealnya ditentukan bersama dokter sesuai kondisi personal Anda.
sugar_limit_tipe1,Penderita tipe 1 boleh makan makanan manis tidak,"Boleh sesekali dalam porsi kecil, tapi harus disertai penyesuaian dosis insulin. Konsultasikan dengan dokter untuk manajemen yang tepat."
sugar_limit_tipe1,Gula darah tipe 1 lebih sulit dikontrol daripada tipe 2,"Ya, tipe 1 membutuhkan manajemen insulin aktif sehingga konsistensi karbohidrat per makan sangat penting untuk menjaga gula darah stabil."
sugar_limit_tipe1,Apakah penderita tipe 1 perlu hitung karbohidrat,"Ya, penghitungan karbohidrat (carb counting) adalah strategi utama manajemen tipe 1 untuk menyesuaikan dosis insulin dengan tepat."
sugar_limit_tipe1,Berapa karbohidrat per makan untuk diabetes tipe 1,"Umumnya 45g - 60g karbohidrat per makan untuk tipe 1, tapi jumlah ini disesuaikan dengan rasio insulin-karbohidrat personal Anda."
sugar_limit_tipe1,Tipe 1 harus selalu cek gula darah sebelum makan,"Ya, cek gula darah sebelum makan sangat penting untuk tipe 1 agar dosis insulin dapat disesuaikan dengan tepat."
sugar_limit_tipe1,Saya tipe 1 apakah DiaBites bisa membantu saya,Ya! DiaBites membantu Anda mengevaluasi kandungan karbohidrat dan gula produk kemasan sehingga manajemen insulin Anda menjadi lebih mudah.
sugar_limit_tipe1,Penderita tipe 1 boleh minum jus buah kemasan,Jus buah kemasan umumnya tinggi gula tidak dianjurkan untuk tipe 1 karena bisa menyebabkan lonjakan gula darah yang sulit diprediksi.
sugar_limit_tipe1,Bagaimana cara hitung gula untuk insulin tipe 1,"Carb counting: hitung total karbohidrat per makan, lalu gunakan rasio insulin-karbohidrat Anda untuk menentukan dosis. Konsultasikan dengan dokter endokrin."
sugar_limit_tipe1,Tipe 1 sering hipoglikemia apa hubungannya dengan gula,Hipoglikemia (gula darah terlalu rendah) bisa terjadi jika dosis insulin terlalu tinggi atau makan terlambat. Selalu bawa gula cepat serap sebagai pertolongan pertama.
sugar_limit_tipe1,Apakah tipe 1 boleh makan buah-buahan,"Boleh, tapi hitung karbohidratnya. Pilih buah IG rendah seperti apel, pir, dan beri-berian dalam porsi yang sudah disesuaikan dengan dosis insulin."
sugar_limit_tipe1,Aturan gula untuk diabetes tipe satu,Kunci tipe 1 adalah konsistensi karbohidrat per makan agar penyesuaian insulin lebih mudah dan gula darah tetap stabil.
sugar_limit_tipe2,Berapa batas gula untuk diabetes tipe 2,ADA merekomendasikan membatasi gula tambahan maksimal 25g per hari untuk wanita dan 36g untuk pria dengan tipe 2.
sugar_limit_tipe2,Saya tipe 2 boleh makan gula berapa,"Untuk tipe 2, batasi gula tambahan di bawah 25g per hari dan fokus pada makanan dengan indeks glikemik rendah."
sugar_limit_tipe2,Gula maksimal tipe 2 sehari,Batas gula harian untuk tipe 2 adalah maksimal 25g gula tambahan. DiaBites membantu Anda mengidentifikasi kandungan gula produk kemasan secara otomatis.
sugar_limit_tipe2,Diabetes tipe 2 berapa gram gula yang aman,"Sebagai panduan umum, di bawah 25g gula tambahan per hari. Namun semakin sedikit semakin baik untuk menjaga gula darah tetap stabil."
sugar_limit_tipe2,Penderita tipe 2 boleh makan nasi tidak,"Boleh, tapi batasi porsi dan pilih beras merah atau nasi jagung. Kombinasikan dengan protein dan sayuran untuk memperlambat kenaikan gula darah."
sugar_limit_tipe2,Gula darah tipe 2 bisa normal kembali tidak,"Diabetes tipe 2 bisa mengalami remisi (gula darah kembali normal) dengan perubahan gaya hidup: turunkan berat badan, pola makan sehat, dan olahraga rutin."
sugar_limit_tipe2,Obat diabetes tipe 2 apa yang umum digunakan,Metformin adalah lini pertama yang paling umum untuk tipe 2. Namun pilihan obat harus ditentukan dokter berdasarkan kondisi individual Anda.
sugar_limit_tipe2,Tipe 2 perlu suntik insulin tidak,Tidak semua tipe 2 perlu insulin. Banyak yang bisa dikontrol dengan obat minum dan perubahan gaya hidup. Dokter yang menentukan kebutuhannya.
sugar_limit_tipe2,Saya baru terdiagnosis tipe 2 apa yang harus dilakukan soal makan,"Langkah awal: kurangi gula tambahan dan karbohidrat sederhana, perbanyak serat dan protein, kontrol porsi, dan gunakan DiaBites untuk evaluasi produk kemasan."
sugar_limit_tipe2,Tipe 2 harus hindari minuman apa,"Hindari: minuman manis (teh manis, jus kemasan, soda, minuman berenergi), kopi susu manis, dan minuman alkohol karena semuanya bisa menaikkan gula darah."
sugar_limit_tipe2,Berapa target gula darah untuk tipe 2,Target umum: gula darah puasa 80–130 mg/dL dan 2 jam setelah makan <180 mg/dL. Konsultasikan target spesifik dengan dokter Anda.
sugar_limit_tipe2,Penderita tipe 2 boleh makan coklat,Coklat hitam ≥70% kakao dalam porsi kecil (1–2 kotak) masih bisa dikonsumsi. Hindari coklat susu dan coklat putih yang tinggi gula.
sugar_limit_tipe2,Apakah tipe 2 bisa minum susu,Susu plain rendah lemak tanpa gula tambahan boleh dikonsumsi untuk tipe 2. Hindari susu kental manis dan susu coklat kemasan.
sugar_limit_tipe2,Tipe 2 harus olahraga apa untuk bantu kontrol gula,"Olahraga aerobik seperti jalan cepat, bersepeda, atau berenang 150 menit per minggu terbukti membantu meningkatkan sensitivitas insulin pada tipe 2."
sugar_limit_tipe2,Tipe 2 harus kurangi gula sampai berapa,Idealnya hindari gula tambahan semaksimal mungkin untuk tipe 2. Fokus pada karbohidrat kompleks dan makanan berserat tinggi.
sugar_limit_gestasional,Berapa batas gula untuk diabetes gestasional,"Untuk gestasional, sangat disarankan menghindari gula tambahan sepenuhnya. Total karbohidrat dibatasi 175g per hari sesuai panduan ADA."
sugar_limit_gestasional,Saya hamil dengan gestasional boleh makan gula berapa,Ibu hamil dengan gestasional sebaiknya menghindari gula tambahan. Konsultasikan dengan dokter kandungan untuk panduan spesifik.
sugar_limit_gestasional,Gestasional diabetes maksimal gula berapa,Hindari gula tambahan sepenuhnya untuk gestasional. Pilih karbohidrat kompleks dan pantau gula darah secara rutin.
sugar_limit_gestasional,Batas gula ibu hamil diabetes gestasional,"Untuk keamanan ibu dan janin, gula tambahan sebaiknya dihindari total pada gestasional. Gula alami dari buah utuh masih diperbolehkan dalam porsi terbatas."
sugar_limit_gestasional,Diabetes gestasional berbahaya untuk bayi tidak,"Jika tidak dikontrol, gestasional bisa menyebabkan bayi lahir besar (makrosomia) dan komplikasi lain. Kontrol gula yang baik melindungi ibu dan bayi."
sugar_limit_gestasional,Setelah melahirkan diabetes gestasional hilang tidak,"Pada banyak kasus gestasional membaik setelah melahirkan, tapi risiko terkena diabetes tipe 2 di kemudian hari tetap lebih tinggi."
sugar_limit_gestasional,Ibu hamil dengan gestasional perlu diet khusus tidak,"Ya, diet terstruktur sangat penting untuk gestasional: makan teratur 3 kali dengan 2–3 camilan sehat, kontrol karbohidrat, dan hindari gula tambahan."
sugar_limit_gestasional,Berapa kali makan yang dianjurkan untuk gestasional diabetes,Makan 3 porsi kecil ditambah 2–3 camilan sehat per hari lebih baik dari 3 makan besar — membantu menjaga gula darah tetap stabil.
sugar_limit_gestasional,Apakah semua ibu hamil berisiko gestasional diabetes,"Risiko lebih tinggi pada: wanita dengan BMI tinggi, riwayat gestasional sebelumnya, keturunan diabetes, atau usia di atas 25 tahun."
sugar_limit_gestasional,Camilan apa yang aman untuk gestasional diabetes,"Camilan aman untuk gestasional: kacang-kacangan tanpa garam, buah segar porsi kecil, yogurt plain tanpa gula, atau crackers gandum utuh."
sugar_limit_gestasional,Saya gestasional boleh makan nasi tidak,"Boleh dalam porsi terkontrol. Pilih beras merah, kombinasikan dengan sayuran dan protein, dan perhatikan respons gula darah setelah makan."
sugar_limit_gestasional,Minuman apa yang aman untuk ibu hamil dengan gestasional,"Air putih adalah pilihan terbaik. Susu plain tanpa gula, teh herbal tanpa gula, dan air kelapa muda (dalam porsi kecil) juga aman."
sugar_limit_gestasional,Berapa target gula darah untuk ibu hamil dengan gestasional,"Target: gula darah puasa <95 mg/dL, 1 jam setelah makan <140 mg/dL, 2 jam setelah makan <120 mg/dL. Konsultasikan dengan dokter kandungan."
sugar_limit_gestasional,Gestasional diabetes perlu suntik insulin tidak,Sebagian kasus gestasional memerlukan insulin jika diet saja tidak cukup mengontrol gula darah. Dokter kandungan yang menentukan kebutuhan ini.
sugar_limit_gestasional,Hamil dengan diabetes boleh makan manis tidak,Makanan manis tinggi gula tambahan sebaiknya dihindari saat gestasional. Pilih buah segar dengan porsi terbatas sebagai pengganti yang lebih aman.
sugar_limit_non_diabetes,Saya tidak punya diabetes berapa batas gula harian,WHO merekomendasikan maksimal 25g atau 6 sendok teh gula tambahan per hari untuk orang dewasa sehat.
sugar_limit_non_diabetes,Orang normal boleh konsumsi gula berapa,"Untuk orang sehat, batas gula tambahan yang disarankan adalah 25–50g per hari. Membatasi gula adalah langkah pencegahan diabetes yang efektif."
sugar_limit_non_diabetes,Gula harian untuk orang sehat berapa,WHO merekomendasikan di bawah 25g gula tambahan per hari untuk orang dewasa sehat demi mencegah diabetes tipe 2 dan penyakit metabolik.
sugar_limit_non_diabetes,Batas gula untuk yang tidak diabetes,"Meski tidak diabetes, batasi gula tambahan di bawah 25g per hari. Kebiasaan ini penting untuk mencegah resistensi insulin jangka panjang."
sugar_limit_non_diabetes,Apakah saya perlu khawatir soal gula meski tidak diabetes,"Ya, konsumsi gula berlebih bisa menyebabkan resistensi insulin seiring waktu yang meningkatkan risiko diabetes tipe 2."
sugar_limit_non_diabetes,Cara mencegah diabetes dengan mengatur konsumsi gula,"Batasi gula tambahan <25g/hari, pilih makanan IG rendah, perbanyak serat, olahraga rutin, dan gunakan DiaBites untuk evaluasi produk kemasan."
sugar_limit_non_diabetes,Berapa sendok teh gula yang boleh dikonsumsi per hari,WHO merekomendasikan maksimal 6 sendok teh (25g) gula tambahan per hari untuk orang dewasa sehat.
sugar_limit_non_diabetes,Apakah minuman kemasan banyak mengandung gula tersembunyi,Ya! Banyak minuman kemasan mengandung 20–50g gula per botol. Selalu cek label atau scan dengan DiaBites sebelum membeli.
sugar_limit_non_diabetes,Apa tanda-tanda konsumsi gula berlebihan,"Tanda konsumsi gula berlebih: sering lapar, kelelahan, kulit bermasalah, kenaikan berat badan, dan mood tidak stabil."
sugar_limit_non_diabetes,Pemanis buatan lebih baik dari gula untuk non-diabetesi,"Untuk non-diabetesi, pemanis buatan bisa membantu mengurangi kalori, tapi konsumsi berlebihan tetap tidak dianjurkan. Lebih baik kurangi kebiasaan manis secara bertahap."
sugar_limit_non_diabetes,Apakah gula alami dari buah berbahaya,Gula alami dari buah utuh lebih aman karena disertai serat yang memperlambat penyerapan. Yang perlu dibatasi adalah gula tambahan pada produk olahan.
sugar_limit_non_diabetes,Apa bedanya gula tambahan dan gula alami,"Gula alami ada dalam buah dan susu, disertai serat/protein yang memperlambat penyerapan. Gula tambahan ditambahkan saat proses pengolahan — inilah yang harus dibatasi."
sugar_limit_non_diabetes,Panduan gula harian untuk mencegah diabetes,"Membatasi gula tambahan di bawah 25g per hari, makan banyak serat, dan aktif bergerak adalah tiga pilar utama pencegahan diabetes tipe 2."
carbohydrate_query,Berapa karbohidrat yang aman untuk diabetes,"Untuk diabetes, ADA merekomendasikan 45–60g karbohidrat per makan atau 130–225g per hari, disesuaikan dengan aktivitas dan profil tubuh."
carbohydrate_query,Apakah karbohidrat berbahaya untuk diabetes,Karbohidrat tidak selalu berbahaya — yang penting adalah jenis dan jumlahnya. Karbohidrat kompleks berserat tinggi lebih aman dari karbohidrat sederhana.
carbohydrate_query,Total karbohidrat di label gizi itu apa,"Total karbohidrat mencakup semua jenis karbohidrat: gula, serat pangan, dan pati. Untuk diabetes, fokus pada total ini dan pilih produk dengan serat tinggi."
carbohydrate_query,Karbohidrat dan gula apa bedanya,Gula adalah bagian dari karbohidrat — karbohidrat sederhana yang cepat diserap. Serat juga bagian dari karbohidrat tapi tidak menaikkan gula darah.
carbohydrate_query,Saya diabetes harus kurangi karbohidrat,"Tidak harus menghilangkan karbohidrat, tapi pilih jenis yang tepat: karbohidrat kompleks berserat tinggi seperti oat, beras merah, dan sayuran."
carbohydrate_query,Karbohidrat pada kemasan berapa yang aman,"Perhatikan total karbohidrat per sajian. Untuk diabetes, idealnya di bawah 45–60g per makan. DiaBites menghitung ini otomatis berdasarkan profil Anda."
carbohydrate_query,Berapa batas karbohidrat per makan untuk diabetes,Batas umum adalah 45–60g karbohidrat per makan untuk diabetes. Namun nilai ini personal — DiaBites menyesuaikannya dengan profil BMR/TDEE Anda.
carbohydrate_query,Diet rendah karbohidrat untuk diabetes boleh,"Diet rendah karbohidrat bisa efektif untuk diabetes tipe 2, tapi untuk tipe 1 perlu penyesuaian insulin yang ketat. Konsultasikan dengan dokter sebelum mencoba."
carbohydrate_query,Karbohidrat apa yang paling aman untuk diabetes,"Karbohidrat kompleks berserat tinggi paling aman: oat, beras merah, quinoa, ubi jalar, kacang-kacangan, dan sayuran non-pati."
carbohydrate_query,Apa saja jenis karbohidrat yang harus diketahui penderita diabetes,"Ada 3 jenis utama: karbohidrat sederhana (gula, tepung putih), karbohidrat kompleks (oat, beras merah), dan serat (sayuran, kacang-kacangan). Untuk diabetes, prioritaskan serat dan kompleks."
carbohydrate_query,Apakah penderita diabetes boleh makan roti,"Boleh, tapi pilih roti gandum utuh (whole wheat) dengan serat tinggi. Hindari roti putih dan roti manis yang tinggi gula dan IG."
carbohydrate_query,Berapa karbohidrat dalam sepiring nasi putih,Sepiring nasi putih (150g) mengandung sekitar 40–45g karbohidrat. Ini sudah mendekati batas per makan untuk penderita diabetes.
carbohydrate_query,Apakah kentang tinggi karbohidrat,"Ya, kentang mengandung sekitar 17g karbohidrat per 100g dengan IG tinggi. Ubi jalar lebih baik karena IG lebih rendah dan lebih banyak serat."
carbohydrate_query,Mie putih vs mie gandum untuk diabetes mana yang lebih baik,Mie gandum utuh lebih baik karena serat lebih tinggi dan IG lebih rendah dibanding mie tepung putih biasa.
carbohydrate_query,Apakah quinoa baik untuk diabetes,"Sangat baik! Quinoa memiliki IG rendah (53), kaya protein dan serat, serta mengandung semua asam amino esensial — ideal untuk diabetes."
carbohydrate_query,Karbohidrat pada buah berbahaya untuk diabetes tidak,Karbohidrat buah disertai serat sehingga lebih lambat diserap. Konsumsi buah utuh lebih aman dari jus buah. Batasi porsi buah manis seperti mangga dan durian.
carbohydrate_query,Apakah jagung tinggi karbohidrat untuk diabetes,Jagung mengandung sekitar 19g karbohidrat per 100g dengan IG sedang. Bisa dikonsumsi dalam porsi terbatas sebagai pengganti nasi.
carbohydrate_query,Serat pangan itu bagian dari karbohidrat tidak,"Ya, serat adalah bagian dari karbohidrat tapi tidak dicerna dan tidak menaikkan gula darah. Serat justru membantu memperlambat penyerapan gula."
carbohydrate_query,Bagaimana cara mengurangi karbohidrat tanpa merasa lapar,"Ganti sebagian karbohidrat dengan protein dan lemak sehat, perbanyak sayuran non-pati, makan lebih lambat, dan minum air putih yang cukup."
